3.4 PROBLEM REULTS 
 ---------------------------------------------------------------- 
P		r		n			V

1000.000000	0.100000	1.000000		1100.000000
1000.000000	0.100000	2.000000		1210.000000
1000.000000	0.100000	3.000000		1331.000122
1000.000000	0.100000	4.000000		1464.100098
1000.000000	0.100000	5.000000		1610.510254
1000.000000	0.100000	6.000000		1771.561279
1000.000000	0.100000	7.000000		1948.717407
1000.000000	0.100000	8.000000		2143.589355
1000.000000	0.100000	9.000000		2357.947998
1000.000000	0.100000	10.000000		2593.743164
1000.000000	0.110000	1.000000		1110.000000
1000.000000	0.110000	2.000000		1232.099976
1000.000000	0.110000	3.000000		1367.631104
1000.000000	0.110000	4.000000		1518.070435
1000.000000	0.110000	5.000000		1685.058228
1000.000000	0.110000	6.000000		1870.414795
1000.000000	0.110000	7.000000		2076.160400
1000.000000	0.110000	8.000000		2304.538086
1000.000000	0.110000	9.000000		2558.037354
1000.000000	0.110000	10.000000		2839.421387
1000.000000	0.120000	1.000000		1120.000000
1000.000000	0.120000	2.000000		1254.400024
1000.000000	0.120000	3.000000		1404.927979
1000.000000	0.120000	4.000000		1573.519409
1000.000000	0.120000	5.000000		1762.341797
1000.000000	0.120000	6.000000		1973.822754
1000.000000	0.120000	7.000000		2210.681396
1000.000000	0.120000	8.000000		2475.963379
1000.000000	0.120000	9.000000		2773.078857
1000.000000	0.120000	10.000000		3105.848389
1000.000000	0.130000	1.000000		1130.000000
1000.000000	0.130000	2.000000		1276.899902
1000.000000	0.130000	3.000000		1442.896973
1000.000000	0.130000	4.000000		1630.473633
1000.000000	0.130000	5.000000		1842.435181
1000.000000	0.130000	6.000000		2081.951660
1000.000000	0.130000	7.000000		2352.605225
1000.000000	0.130000	8.000000		2658.444092
1000.000000	0.130000	9.000000		3004.041992
1000.000000	0.130000	10.000000		3394.567139
1000.000000	0.140000	1.000000		1140.000000
1000.000000	0.140000	2.000000		1299.599976
1000.000000	0.140000	3.000000		1481.543945
1000.000000	0.140000	4.000000		1688.960083
1000.000000	0.140000	5.000000		1925.414429
1000.000000	0.140000	6.000000		2194.972412
1000.000000	0.140000	7.000000		2502.268555
1000.000000	0.140000	8.000000		2852.585938
1000.000000	0.140000	9.000000		3251.947998
1000.000000	0.140000	10.000000		3707.220703
1000.000000	0.150000	1.000000		1150.000000
1000.000000	0.150000	2.000000		1322.500000
1000.000000	0.150000	3.000000		1520.874878
1000.000000	0.150000	4.000000		1749.006104
1000.000000	0.150000	5.000000		2011.357056
1000.000000	0.150000	6.000000		2313.060547
1000.000000	0.150000	7.000000		2660.019287
1000.000000	0.150000	8.000000		3059.022461
1000.000000	0.150000	9.000000		3517.875732
1000.000000	0.150000	10.000000		4045.557129
1000.000000	0.160000	1.000000		1160.000000
1000.000000	0.160000	2.000000		1345.599854
1000.000000	0.160000	3.000000		1560.895874
1000.000000	0.160000	4.000000		1810.639160
1000.000000	0.160000	5.000000		2100.341309
1000.000000	0.160000	6.000000		2436.395996
1000.000000	0.160000	7.000000		2826.218994
1000.000000	0.160000	8.000000		3278.414307
1000.000000	0.160000	9.000000		3802.960449
1000.000000	0.160000	10.000000		4411.433594
1000.000000	0.170000	1.000000		1170.000122
1000.000000	0.170000	2.000000		1368.900146
1000.000000	0.170000	3.000000		1601.613281
1000.000000	0.170000	4.000000		1873.887695
1000.000000	0.170000	5.000000		2192.448975
1000.000000	0.170000	6.000000		2565.165283
1000.000000	0.170000	7.000000		3001.243652
1000.000000	0.170000	8.000000		3511.455078
1000.000000	0.170000	9.000000		4108.402832
1000.000000	0.170000	10.000000		4806.831543
1000.000000	0.180000	1.000000		1180.000122
1000.000000	0.180000	2.000000		1392.400146
1000.000000	0.180000	3.000000		1643.032349
1000.000000	0.180000	4.000000		1938.778198
1000.000000	0.180000	5.000000		2287.758301
1000.000000	0.180000	6.000000		2699.555176
1000.000000	0.180000	7.000000		3185.475098
